,0
1097,Stard13
1098,Fam133b
1099,Rbm48
1100,Pex1
1101,Fzd1
1102,Gtpbp10
1103,Steap2
1104,Rsbn1l
1105,Fam185a
1106,Gm15421
1107,5031425E22Rik
1108,Rint1
1109,2700038G22Rik
1110,Nupl2
1111,Kcnh2
1112,Slc4a2
1113,Tmub1
1114,Smarcd3
1115,Chpf2
1116,Wdr86
1117,Nom1
1118,Gareml
1119,Hadhb
1120,Slc35f6
1121,Agbl5
1122,Mapre3
1123,Ost4
1124,Slc5a6
1125,Zfp513
1126,Ift172
1127,Slc4a1ap
1128,Uvssa
1129,Fgfr3
1130,Gm1673
1131,Nat8l
1132,Sh3bp2
1133,Mfsd10
1134,Trmt44
1135,Acox3
1136,Bloc1s4
1137,Man2b2
1138,Ppp2r2c
1139,Wfs1
1140,Evc
1141,Stx18
1142,Cc2d2a
1143,Tapt1
1144,Gm3414
1145,Pacrgl
1146,Pi4k2b
1147,Sel1l3
1148,Klf3
1149,Bend4
1150,Gnpda2
1151,Nfxl1
1152,Dancr
1153,Chic2
1154,Gm7271
1155,Cep135
1156,Aasdh
1157,Rest
1158,Cox18
1159,Scarb2
1160,Stbd1
1161,Anxa3
1162,Mir703
1163,Lin54
1164,5430416N02Rik
1165,Fam175a
1166,Klhl8
1167,D930016D06Rik
1168,Lrrc8b
1169,Glmn
1170,A830010M20Rik
1171,Fam69a
1172,Tmed5
1173,Atp5k
1174,Tmem175
1175,Idua
1176,Fgfrl1
1177,Zfp932
1178,Zfp605
1179,Golga3
1180,Galnt9
1181,Chek2
1182,Pus1
1183,Tpst2
1184,Hps4
1185,Wscd2
1186,Tmem119
1187,Iscu
1188,Ung
1189,Usp30
1190,Mmab
1191,Git2
1192,Tchp
1193,2610524H06Rik
1194,2210016L21Rik
1195,Acads
1196,Msi1
1197,Pxn
1198,Rab35
1199,Srrm4os
1200,Hspb8
1201,Suds3
1202,Wsb2
1203,Hrk
1204,Tbx3
1205,Mapkapk5
1206,Sh2b3
1207,Fam109a
1208,Camkk2
1209,Setd1b
1210,Kntc1
1211,Ogfod2
1212,Vps37b
1213,2810006K23Rik
1214,Rilpl2
1215,Setd8
1216,Tmed2
1217,Tctn2
1218,Ddx55
1219,Dhx37
1220,Slc15a4
1221,Fzd10
1222,Sfswap
1223,Zfp11
1224,Psph
1225,Sumf2
1226,Rabgef1
1227,Gatsl2
1228,Wbscr16
1229,Limk1
1230,Dnajc30
1231,Abhd11
1232,Tbl2
1233,Bcl7b
1234,Nsun5
1235,Tmem120a
1236,Srrm3
1237,Dtx2
1238,Alkbh4
1239,Sh2b2
1240,Ift22
1241,Znhit1
1242,Slc12a9
1243,Pop7
1244,Mospd3
1245,Actl6b
1246,Pcolce
1247,Gigyf1
1248,Mepce
1249,Ap4m1
1250,Lamtor4
1251,BC037034
1252,A430033K04Rik
1253,Heatr2
1254,3110082I17Rik
1255,Zfand2a
1256,Psmg3
1257,Nudt1
1258,Ftsj2
1259,Brat1
1260,Iqce
1261,Rbak
1262,Zdhhc4
1263,Daglb
1264,Fam220a
1265,Tecpr1
1266,Bri3
1267,Arpc1b
1268,Zkscan5
1269,Ptcd1
1270,Rnf6
1271,Usp12
1272,Rasl11a
1273,Mtif3
1274,Gtf3a
1275,Etv6
1276,Gm16039
1277,Shq1
1278,B630005N14Rik
1279,Cped1
1280,St7
1281,Cntnap2
1282,0610030E20Rik
1283,Fbln2
1284,Frmd4b
1285,Ptpro
1286,Rpa3
1287,Ica1
1288,Glcci1
1289,Cttnbp2
1290,Ptprz1
1291,Ahcyl2
1292,Cep41
1293,Creb3l2
1294,Ttc26
1295,Adck2
1296,Creb5
1297,Chn2
1298,Fam188b
1299,Avl9
1300,Prdm5
1301,Tcf7l1
1302,Dguok
1303,Dysf
1304,Alms1
1305,Snrpg
1306,Antxr1
1307,Eefsec
1308,Podxl2
1309,Txnrd3
1310,Nup210
1311,Iqsec1
1312,Nr2c2
1313,Ccdc174
1314,Prickle2
1315,Magi1
1316,Lrig1
1317,Suclg2
1318,Eogt
1319,Fam19a4
1320,Chl1
1321,Itpr1
1322,Sumf1
1323,Atp2b2
1324,Tada3
1325,Atg7
1326,Tmcc1
1327,Ift122
1328,Mkrn2
1329,Mical3
1330,Gpr19
1331,Dusp16
1332,Mgst1
1333,Aebp2
1334,St8sia1
1335,Sox5
1336,Bicd1
1337,Amn1
1338,Gng11
1339,Pon2
1340,Acn9
1341,Tmem168
1342,Gpr85
1343,Ing3
1344,Gpr37
1345,Zfp800
1346,Gcc1
1347,Hilpda
1348,Flnc
1349,Ccdc136
1350,Podxl
1351,Akr1b8
1352,Dennd2a
1353,Gstk1
1354,Zfp212
1355,Zfp282
1356,Zfp746
1357,Zfp777
1358,Krba1
1359,Zfp467
1360,Lrrc61
1361,Zfp862-ps
1362,Zfp775
1363,Tmem176a
1364,Malsu1
1365,Dfna5
1366,Cbx3
1367,Hoxa1
1368,Hoxa2
1369,Hoxa4
1370,Hoxa9
1371,Hoxa3
1372,Mira
1373,Tril
1374,Fkbp14
1375,Adcyap1r1
1376,Tigd2
1377,Ndnf
1378,Gadd45a
1379,Eif2ak3
1380,Krcc1
1381,Rnf103
1382,Ggcx
1383,Vamp8
1384,Elmod3
1385,6330415B21Rik
1386,Sema4f
1387,Htra2
1388,Pcgf1
1389,Tlx2
1390,Mogs
1391,Rtkn
1392,Wdr54
1393,Mrpl53
1394,Mob1a
1395,Bola3
1396,Stambp
1397,Nagk
1398,Paip2b
1399,Spr
1400,Pradc1
1401,Tprkb
1402,C87436
1403,1600020E01Rik
1404,Mxd1
1405,Nfu1
1406,Gfpt1
1407,Aplf
1408,Hmces
1409,Abtb1
1410,Tpra1
1411,Zxdc
1412,Hdac11
1413,Xpc
1414,Kbtbd8
1415,Eif4e3
1416,Ppp4r2
1417,Rad18
1418,Gt(ROSA)26Sor
1419,Lhfpl4
1420,Brpf1
1421,Camk1
1422,Creld1
1423,Rpusd3
1424,Fancd2
1425,Vgll4
1426,Tsen2
1427,Mbd4
1428,Plxnd1
1429,Hnrnpf
1430,Zfp239
1431,Ret
1432,Csgalnact2
1433,Zfp248
1434,Zfp9
1435,Rad52
1436,Ccdc77
1437,Cecr5
1438,Bid
1439,Clstn3
1440,Eno2
1441,Atn1
1442,Leprel2
1443,Iffo1
1444,Mrpl51
1445,Ltbr
1446,Tnfrsf1a
1447,Cd9
1448,D6Wsu163e
1449,Parp11
1450,Prmt8
1451,Itfg2
1452,Tulp3
1453,Magohb
1454,Loh12cr1
1455,H2afj
1456,Recql
1457,Pyroxd1
1458,Lyrm5
1459,Tm7sf3
1460,Stk38l
1461,Klhl42
1462,Caprin2
1463,Adam12
1464,D430042O09Rik
1465,Ric3
1466,Zfp667
1467,Numbl
1468,Zfp536
1469,Tshz3
1470,Gabrb3
1471,Inpp5a
1472,Zfp772
1473,Gltscr1
1474,Kptn
1475,Vasp
1476,Irf2bp1
1477,Grik5
1478,Zfp428
1479,Dyrk1b
1480,Wdr62
1481,Lgi4
1482,Ppfia3
1483,Sergef
1484,Hps5
1485,Gas2
1486,Luzp2
1487,Tarsl2
1488,Lins
1489,Lrrc28
1490,Abhd2
1491,Aen
1492,Fanci
1493,Zfp710
1494,Crtc3
1495,Sema4b
1496,Homer2
1497,Eftud1
1498,Tmem135
1499,Rab30
1500,Prcp
1501,Nars2
1502,Acer3
1503,Capn5
1504,Uvrag
1505,Mogat2
1506,Syt9
1507,Akip1
1508,Scube2
1509,Swap70
1510,Pde3b
1511,Insc
1512,Sox6
1513,Nucb2
1514,Eef2k
1515,BC030336
1516,Cdr2
1517,Prkcb
1518,Gsg1l
1519,Setd1a
1520,Lhpp
1521,Fam53b
1522,Uros
1523,Brsk2
1524,Dusp8
1525,Cnot3
1526,Leng1
1527,Tfpt
1528,Mboat7
1529,Ppp1r12c
1530,Shisa7
1531,Ssc5d
1532,U2af2
1533,Zfp579
1534,Zfp580
1535,Epn1
1536,Zfp28
1537,Zfp583
1538,Zfp954
1539,Zscan18
1540,Zscan22
1541,Zfp324
1542,Zfp446
1543,Ehd2
1544,Dhx34
1545,Prr24
1546,Tmem160
1547,Dact3
1548,Fkrp
1549,Ccdc61
1550,Nova2
1551,Dmwd
1552,Qpctl
1553,Snrpd2
1554,Cd3eap
1555,Ercc2
1556,Ercc1
1557,Rtn2
1558,Mark4
1559,Ppp1r37
1560,Clasrp
1561,Apoe
1562,Zfp111
1563,Zfp61
1564,Smg9
1565,Ethe1
1566,Atp1a3
1567,Zfp574
1568,Cic
1569,B9d2
1570,Exosc5
1571,Atp5sl
1572,Bckdha
1573,Axl
1574,Rab4b
1575,Adck4
1576,Shkbp1
1577,Sertad3
1578,Sertad1
1579,2310022A10Rik
1580,Akt2
1581,Zfp780b
1582,Zfp850
1583,Eid2b
1584,Eid2
1585,Med29
1586,Samd4b
1587,Mrps12
1588,Nfkbib
1589,Sars2
1590,Spred3
1591,Ppp1r14a
1592,Spint2
1593,Zfp790
1594,Zfp420
1595,Zfp84
1596,Zfp940
1597,Zfp27
1598,Zfp74
